Latitude,Longitude
37.06558275967278,117.4992644183299
37.320104630743145,117.55634954131453
37.52403702390614,117.90735168320553
37.278838214071925,118.23581269740367
37.026728159168066,117.81295761169469
37.219396860899906,117.98168301508157
37.43428460137157,117.7448321822458
37.6426472102448,117.7662491879399
37.020136575589135,117.80461604928517
37.58687633561751,117.89495812223323
36.92505380244766,117.77075231640603
37.285598431791094,118.23866687311595
36.92180987782976,117.74327303177596
37.48451541907049,118.09342682455437
38.06239836678581,118.18759673282395
37.40981061547241,117.80952215578965
37.73644950924419,117.94361120402141
37.94294976064509,117.56125804937753
38.0436676036719,117.79030105053712
37.54509635555471,117.49491231196878
37.72713950972183,118.02811511305275
37.22120101252081,118.3161419386444
37.50432893343874,117.53490803618048
37.949977307801426,117.93162300952469
38.183683091389426,117.826168358861
37.06230913533587,118.2193245652684
38.05832204162234,117.98597591658739
37.98434275818292,117.95454655576752
37.57723929023213,117.5017023652646
37.85956308884242,117.81089852762285
37.79032987358774,117.95298525421235
37.29695678800668,118.14353181774261
37.73037008615014,117.65457763239937
37.67624555626505,118.13238050287876
37.86476677261668,117.59080411488875
37.93328758811799,117.9824965954989
37.43422135112494,117.85199165877331
37.606088408205764,117.89807080804002
37.03961373087754,117.74906592371697
37.61906698395287,118.07794864849048
37.311864238117465,117.90507543938139
38.1015061629338,118.22753636694036
37.60387255564835,117.45326965147461
37.99997482622255,118.1307439786816
36.99454962689673,117.37513418494306
37.363412498904296,118.15636595854616
37.65317824871805,117.60910712121473
37.554062743199445,117.40468401615257
37.583179249467825,117.765684105312
37.43195565262051,117.55122757182477
37.30599482800357,117.61261283265564
37.3389365091892,118.19285630286032
37.83351509916554,117.77345911469578
37.39478441837514,117.79517213387342
37.07237967590066,118.18570158389457
37.78688806266763,117.88761491557814
37.671018065617936,117.68621130018504
37.00406015394896,117.82747186666451
38.09042235516134,118.13295547872258
38.21232466889494,117.92391407981061
37.4910752238882,117.66417308844092
37.63427856901,117.96759760895421
37.63584951950664,117.96183037541388
37.191481647145054,118.32763627569327
37.27786775736116,117.86877802817557
38.007435624024026,117.61440079015786
37.68247845727635,117.57335241085678
38.134633862828295,118.07222485505388
37.67210135936609,117.78648630840699
37.35206193754326,117.47238246248327
36.93298388460031,117.83807237134667
36.869127037317526,117.81321940314996
38.05309047971951,117.96347233743157
37.41014985941068,117.39637653264442
36.98000758167858,117.49171601155466
37.33887805551801,117.67567444920338
37.016987301435464,117.60468016616451
38.012943933013965,118.01657087909386
37.55157929473116,118.14424723827973
37.81516133654093,117.74970733939696
37.410407823978865,117.80566615467866
37.42816270007967,117.44592107463072
37.12665871847765,118.1719077364391
37.31572588930543,118.09969004419538
37.67370071875542,118.28385555790192
37.873893252400705,117.9622842277614
37.621521222556474,117.73380092787868
36.79885781949532,117.781401457877
37.047018669115054,117.65620341403178
37.90799177750174,117.57488773721396
37.72215550408607,117.62146406477174
37.343745131401974,118.25886773489819
37.12926202307052,118.28047877333691
37.66572973336284,117.44972247583264
38.01932484406766,117.72254668223343
37.744064402513075,117.89943475755318
37.445267051121256,117.96378585105735
37.90484353571398,117.88939125905539
37.99400436978288,117.79737262736923
37.400627080693006,117.49516066961
37.777114515655775,118.26064710820992
37.17462899887958,118.17685269451025
37.697964527923766,118.29559762952047
36.8267392212756,117.7965676697964
37.098704971723514,118.24792259989104
38.165742584438036,118.05539152066669
37.56988176131733,117.72665328412252
37.59385612555074,117.69925751321729
37.05341921670371,117.60060040175301
37.46149516020866,117.7397536169772
37.61764329876287,117.91243906375135
37.44645729278761,117.44904269369444
37.42726772622559,117.4901954460108
37.1098810273747,118.29404872289905
38.01903916106505,117.99347194063733
37.10698259842009,118.13068191089708
37.6031953720618,117.61040450285536
36.86894537310898,117.6543741434184
37.569801833709526,117.51822461538154
37.972211807208225,118.05709492207934
36.987964310787504,117.38541263291098
37.96382974771816,118.21626198316403
38.09729278471424,117.74228055541592
36.80664636699507,117.78183013353855
37.82423804251726,117.67080195261254
37.5187691866026,118.07695087688424
37.94595794816679,118.06380899537909
37.048502149929035,118.29209457003196
37.05084772826476,117.48587242120573
37.50493507208016,117.62770595717016
37.948807096530615,117.99101959889533
37.309284177147276,118.15475257643301
36.91567398547602,117.82267838741888
37.61616646523384,117.6826217277514
37.419267505545776,117.43506227656393
37.089415733574654,117.45662181357964
37.511375514648776,117.8846442405594
37.4546172221679,117.88580646699938
37.05511482140012,117.74219598517735
36.76588076713094,117.70814738599624
37.5871705235307,117.82077951342039
36.9708159971167,117.77546204488199
37.91145051061816,118.2117448277939
37.30843740828074,117.5363203353464
37.97874874471513,118.09160740033188
37.87529128700181,117.90753859097417
37.54042403806,118.10515344549798
37.817303041387234,117.82399718786469
37.427477409439994,117.75346173805576
37.22264397979154,117.41139251095147
37.505348595424614,118.05398895916167
37.965647952914026,117.93798661794109
37.50098592701414,117.52929440785827
37.85811134537594,117.77825065427542
37.55097571182029,117.60588064559471
38.02979112332317,118.07095042535107
37.512229961789274,117.66073440821934
37.72446509746329,118.25855540154573
37.47404998480528,117.69252443519693
37.45987880762029,117.43538963392677
37.14492291328965,118.2870255432247
37.306905534667315,117.993076390339
37.75928056246808,118.11908311368276
